Title,User_id,_2,_3,_4,_5
THE RISE OF SILAS LAPHAM,A3QZCA4LTTVGAD,7/9,4.0,Romance and money in 19th century America,"""The Rise of Silas Lapham,"" by William Dean Howells, first appeared in book form in 1885. It is the story of the title character: a Vermont-born Civil War veteran who rises from humble beginnings to make a huge fortune in the paint business. With his wife and two daughters, Lapham lives in Boston. Despite his wealth, he is keenly aware of the gulf that exists between him and the city's aristocratic ""old rich.""The book has a quality that seems to anticipate the TV soap operas that became popular in the 20th century: it is a story of intertwined romantic and financial intrigue. Howells pays particular attention to people's attitudes about social manners.Overall, this is an entertaining and interesting evocation of a time of growth and change in the United States. The characters are well-drawn, and Howells keeps the plot moving along. There is an interesting continuing theme of the relationship between ""real"" life and novels; for example, George Eliot's ""Middlemarch"" is cited a number of times by characters in the book. For an interesting complementary text to ""Silas Lapham,"" try Upton Sinclair's ""The Jungle."""
THE RISE OF SILAS LAPHAM,A1UNNSQ9ZB10F6,1/1,1.0,"Great book, but do not order this edition","This edition reads like a photocopy of an early print edition. I am not old, but I had to strain and squint to get through it. No reflection of the book itself, but I nearly tossed it aside a dozen times it was so hard on the eyes."
THE RISE OF SILAS LAPHAM,A3FVJTR92F0TB3,1/1,4.0,Classic without a doubt,"I read this for my novel class and was taken by the story, it was truly rendered well and maintained my interest along with the interest of the whole class. Silas Lapham is a character that Howells' created so that every individual may relate to. And if you can not relate with Silas, try some of the other cast of characters. Overall this was a decent read and a wonderful addition to a collection."
THE RISE OF SILAS LAPHAM,A1NC9AGZOBI0M1,2/3,3.0,The Fall of Silas Lapham,"""The Rise of Silas Lapham"" by William Dean Howells, is definitely misnamed, since at the start of the novel, the main character has already risen in terms of money and prominence, two things he is at risk of losing over the course of the novel. Howells' work is credited with being the first impotant novel that truly focused on an American businessman, a man who came from nothing to become someone to contend with, but a man who still couldn't fit into the gentile Boston society because he was noveau riche and not from old money. There are some interesting things about the plotline of this novel and even some humorous moments, but ""The Rise of Silas Lapham"" is ploddingly told and seems dated in comparison with contempoary novels of its time.""The Rise of Silas Lapham"" begins with a newspaper interview in which the reader automatically learns Silas's hard luck background and his success in the paint business, success that has allowed him to build a mansion in the Back Bay area of Boston among the most elite townspeople. His wife and two daughters, Penelope and Irene, want for nothing, but unknowingly remain outcasts in the society. When a young man name Tom Corey (from old money) takes an interest in Laphams's business as well as in one of his daughers, Lapham sees it as a way to truly take his place among the society he so desperately wants to impress and be accepted by. However, incidents and mistakes from Lapham's past show up just as his star is on its meteoric rise, forcing him to change hiw ways, for better or for worse.Some of the standout elements of ""The Rise of Silas Lapham"" is the love triangle between the Lapham daughters and Tom Corey, as well as the Corey family's reaction to Tom's interest in one of the girls. Penelope Lapham is a clever and comic likable character, and there are moments when even Silas and his wife Persis are easy to identify with. However, Howells spent too much time telling the story and did not allow his characters room to breathe and exist by themselves in the minds of the readers. While not an overly long novel, I found it a difficult read because much of the story is either boring or told in a boring manner. I wish Howells had dedicated more time to the intriguing aspects of his character's life instead of on the mundane and annoying."
THE RISE OF SILAS LAPHAM,A2GFX1326IILL4,0/0,4.0,"A Comedy of Class, Manners, and Errors","I was assigned to read ""The Rise of Silas Lapham"" as part of my Gilded Age class. The novel follows the rise (and fall of the titular character). Lapham made his money from mineral paint and as part of the new-rich he seeks to raise his social status by building his dream house in Beacon Hill, Boston.To complicate matters there is a suitor for one of his daughters who comes from an old-money family. Their is a supper party that is filled with gaffs as the ""country-bumpkin"" Laphams try to make their way through ""high society"". Including a scene of the normally prohibitionist Silas getting rip roaring drunk.There is a fall and a redemption in this book. William Dan Howells wrote this book as an antidote towards the more sentimentalist novels that were produced at the time. Though the dialogue to a modern audience can seem stiff at times, you must realize he was trying to move towards a more neo-realist form of fiction.This novel is highly recommended for class assignments for: The Gilded Age, Post Civil War America, Capitalism, and Social Class Divisions, and Comedy. The forward was well written, and the included extra material of ""racist"" language which was toned down between when this books was published in serial form in the ""Century"" Magazine was most enlightening."
THE RISE OF SILAS LAPHAM,AAXUNK0W2DZG5,3/9,3.0,What does it profit a man to gain the world ?,Silas Lapham is a self-made man who despite having a fourtune is unable to break into the upper-crust of Society. This story chronicals how Silas and the entire Lapham family become the Beverly Hillbillies for the pre-TV world. In the end the families happiness can only happen by following the old saying of to thine own self be true.
THE RISE OF SILAS LAPHAM,A7IN5TL15SCU5,0/4,5.0,Good Overall Experience,The merchandise arrived timely and the overall experience was a good one.
THE RISE OF SILAS LAPHAM,,1/14,5.0,a very good book,Silas was a great man
THE RISE OF SILAS LAPHAM,,2/17,5.0,IT IS A WONDERFUL BOOK!,I JUST LOVED THIS BOOK AND I WOULD LIKE TO READ IT AGAIN. I WRITING FROM BRAZIL. NADJA
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A18C7YB0MZKRWH,4/4,5.0,Best Text Book For Radiographic Positioning Classes One and Two!,"I graduated back in 2004 from Baker College of Owosso's Radiology Technology Program and we used this textbook. This textbook is great for an easy understanding of anatomy and radiographic exams. The one-page exam layouts are very efficient, and again easy to comprehend. It will come very handy too, later on, when you've graduated and end up pulling it out for those rare exams you do, maybe one or two times a year, (Cough), Mastoids! (Laugh). So please, do not throw it in the trash or give it back to your bookstore!When I was in my clinical setting, I worked along side with other students from a different program. They were very jealous of my one large textbook, compared to their 3 large textbooks! Apparently their text was divided amongst three volumes, crazy!Anyhow, I would definitely recommend this text for any student and for any program that is presently not using it. The workbook is a great addition with reinforcing the material, so I would definitely recommend getting both.Good luck to all you future Radiographers out there.-J.Brock"
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A3YZ08C5Y28XX,3/3,5.0,Easy to read and vast information,"I refer back to it constantly...this book is better than Merrill's txtbook..No regrets and who cares if its heavy (that's why they invented backpacks with wheels, right?)"
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A17YUYHEY6CWS5,2/2,5.0,Big and Helpful,I recieved the book in great condition. It was exactly what I needed. Cant wait to start Radiologu in the fall !!
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A1B6YJX0NAC9P1,1/1,5.0,Review on Textbook of Radiogaphic positioning and related anatomy,"This textbook is excellent. It is a very thorough text describing every positioning for radiography students. It has proved to be very helpful in my studies so far, since I am a first year undergraduate Medical Radiation Sciences student doing Diagnostic Radiography. It is always at hand when I need to clarify or look up something. It also covers a bit on how xrays work and related physics that is necessary in any radiography textbook. I highly recommend it, and am very happy with purchasing this product."
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A3BR3IV6THTYXO,1/1,5.0,It's the 'BIBLE' for Radiology Technology students!,"Hello, it's the ideal book for RT students! If your program doesn't use this book...change schools. And if they don't advise the study guides that go with it...get them anyway!PROs: covers almost all the topics you need for positioning coursesCONs: heavy, heavy, heavy (weighs a lot)Hey, if you can get it used without much highlighting in it...go for it.Best of luck! I graduated in 2003 from RT school!"
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A15EE73M821JSQ,2/3,5.0,Excellent!!!,This book is awsome. It is ilustrated and very clear to make you to understand and learn about Radiology Positioning.
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A3QG47DEV41318,2/3,5.0,Worth the money,"My husband is the radiology technician in the family,I got this book for him (at his request) for his birthday. He loved the book.(As much as one can love a textbook!)He's working towards his Bachelor's in Science, so he found this book very informative, well written and user friendly."
"Textbook of Radiographic Positioning and Related Anatomy, 6e",ANVKT9M0IKMD,0/0,5.0,awesome,"Just what the doctor ordered for this, and soooo much less expensive than buying on campus. highly recommend this book."
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A1TSNOGUGQUULA,0/0,5.0,Needed,"this for a class. Nice book, big pictures, helpful, user friendly. Go ahead, just buy it. Or don't, I don't care."
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A16I8NZ2WK5NP9,0/0,3.0,Book review,"The book had A LOT of notes written all over. It is a little difficult to read. There is also a lot of highlighting,but that is a little more tolerable to read through."
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A24MPSGQDUTYK2,3/8,4.0,Radiographic Positioning And Related Anatomy,It was in excellent condition and i got it in time. Price wasnt bad either.
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A3JTCSLX6CAH59,0/0,3.0,Order received,"At last, my niece got the book before Christmas. She was very thankful as this could help her a lot in her studies."
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A10WFNPMX39YOX,0/0,5.0,great,This book is very informative. Has a ton of positions and very detailed. Doesn't really have a lot of technique factors but its still a great book
"Textbook of Radiographic Positioning and Related Anatomy, 6e",AEABUDV96RYEE,0/0,5.0,Better than Merrill's,"Explains concepts more clearly, shows helpful pictures, and provides more information about which exams to use to rule out which pathologies. It looks great. Excellent organization and graphic design make a world of difference to visual-learners, which most of us are. Plus, it highlights in bold the important differences between procedures and the index is set up without 20 pages of listings under the heading ""positioning"" (!). Why is the Bontranger NOT the textbook of record???????"
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A3GNZUE5BIH395,0/0,5.0,Excellent Textbook and Reference,My daughter used this textbook for two semesters of Radiographic Positioning & Anatomy. It also served as her reference guide throughout the five semester Radiologic Technology Program. We highly recommend this textbook.
"Textbook of Radiographic Positioning and Related Anatomy, 6e",AE2N7NUEDBT8X,0/0,5.0,Excellent,Very good study materials for student and registered x-ray techs. It gives you all the details you need for each procedure. Used it more to prepare for my clinicals than any other materials given to us during school.
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A2F95VNMVBH7F5,0/0,5.0,Great Book,Recommend this book to anyone looking to go into the field of radiology. It contains great illustrations and thoroughly explains the anatomy for each positon. The workbooks also help inforce the material. Worth the money spent.
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A2RL8GRXTZEI2G,0/1,4.0,"Nice book, slightly handled","I got my book in decent time, but it does have some bumps and impressions. the book appears to be great, very informative and I suspect I'll be using it for many years."
"Textbook of Radiographic Positioning and Related Anatomy, 6e",AU6MAPTQ7LUN2,0/2,4.0,bought used,"bought it as used book for my brother,i can't say anymore about the book. i can say that the previous user he used to highlight a lot in this book.i bought used and i should expect to see it Used :p"
"Textbook of Radiographic Positioning and Related Anatomy, 6e",A1EXW2NOOUUGJK,0/2,4.0,A great quick reference book.,"I like this particular positioning textbook because it's all in the one. There aren't a few volumes that need to be flipped through to get to the info required. It's quick and easy. Short and to the point. I would suggest all radiology departments have this book as a quick reference book. I gave it four stars because as a student I required more detail (which in that case, several volumes of another textbook were required). Other than that, it's definitely a handy book to have."
"1,001 Tips for Living Well with Diabetes: Firsthand Advice that Really Works (Marlowe Diabetes Library)",A2YJA7LGSW9U9Y,0/0,5.0,Great guide for living with diabetes.,I purchased this book immediately after being diagnosed. It is a comprehensive guide and covers everything that the doctor does not have time to tell you in an office visit.
"1,001 Tips for Living Well with Diabetes: Firsthand Advice that Really Works (Marlowe Diabetes Library)",A3V0FHAF0M2MNJ,0/0,5.0,"Excellent, easy to absorb tips","When a parent comes home from the hospital with a newly-diagnosed child with Type I diabetes, one reaches for the bookshelf in the hopes someone has written something that is going to help us, the parents, keep our sanity and move past the shock of this new life. 1001 Tips for Living Well with Diabetes is a good source for parents to hear some real advice about discrimination in schools, remembering the other kids in the family, and letting go enough to let your child attend summer camp. The information is broken down into those easy to read ""tips"" which is perfect when you just want to absorb a few ideas at a time. The diagnosis is hard to digest, but the book can help you take smaller bites.Michelle AlswagerExecutive DirectorDiabetes and Wellness Foundationwww.diabetesandwellness.org"
"1,001 Tips for Living Well with Diabetes: Firsthand Advice that Really Works (Marlowe Diabetes Library)",AR2HTOCKPPPT0,0/0,5.0,Excellent,Judith McQuown book is incredibly helpful and insightful. Her ideas are organized in a very simplified manner for any one to understand and use.
"1,001 Tips for Living Well with Diabetes: Firsthand Advice that Really Works (Marlowe Diabetes Library)",A3FS8RR5XYPKYU,0/0,5.0,Stuffed and oozing information,"This book has practical advice for all diabetics. Judith McQuown does for diabetes tips what Heloise did for household hints--and the tips are just as amazing! The tips are so well-organized, helpful, and interesting that I couldn't put the book down. This one not only becomes part of my diabetes library, but earns a spot on my night-stand.1001 tips. Think about that. That is a TON of tips. This book can be read from beginning to end very smoothly because of the organization. Or, you can simply flip it open, start anywhere, and skip around. I really do love it.The author is not a health care professional and this book doesn't come across as health education. This book has warmth, doesn't lecture, and comes from a fellow diabetes patient who has faced the same challenges and experiences as the rest of us. The tips range from saving on prescriptions to budgeting to living alone. Us readers are fortunate, however, because she is apparently very talented at researching, interviewing, finding answers/solutions, and presenting information in a pleasing and well-organized way. I'm so glad I got the opportunity to read this book. I am the editor of Diabetic Mommy Online Magazine and highly recommend this book to my members."
"1,001 Tips for Living Well with Diabetes: Firsthand Advice that Really Works (Marlowe Diabetes Library)",A3V5XV25GXXDSZ,0/0,5.0,best book about diabetes i have read,"realy original, creative, helpful ideas. Open this book toany page,and you'll find at least three or four tempting newideas for living well with your diabetes,,"
The Great Santini,A2S244KFX0745K,0/0,4.0,Excellence in printed form.,"I expect I'm always going to compare all of Pat Conroy's works, every one, to ""The Lords Of Discipline"". At the same time, I expect I will always be comparing other works of fiction, any and all, to those of Pat Conroy.I'd hate to just say, ""You can see where 'The Lords of Discipline' came from"" because this novel is too good to just be summed up as forever standing in the shadow of Conroy's most famous book. That is true, however. This isn't, I feel, quite so good a book as ""The Lords of Discipline"", but it's darned close. It is a simple matter for me to understand how, four years after ""The Great Santini"", a book whose very name is legend followed. Such novels as that don't happen overnight. It took time for Conroy to get to that point. Perhaps the best way I could sum up how Conroy writes in this book, the overall flow and feel of it, would be to liken it and Conroy's next book to a batch of cookies. Sure, this one is maybe a little burnt here, maybe a little burnt there. But it's a real good cookie nonetheless. A cookie that happens to be sitting in the middle of an on-and-off bar fight.Anyway, the book's namesake is the boisterous, charismatic and flawed LTC ""Bull"" Meecham, head of a household not run, but commanded, by the self-proclaimed greatest fighter pilot of all time. A warrior without a war, Meecham runs his family as he runs his Marine fighter squadron, demanding much of his children, his wife, and his pilots.He is, by the end of the book, easy to love and hate at the same time. The Meecham children certainly take such an attitude towards Bull, wanting him to be their father while he insists on spending more of his time being their commander.Ben Meecham, who, like Will McLean, is no doubt a character based to a fair degree on Conroy himself, is the main character of the book, and his relationship with Bull, mostly bad but sometimes good, is the center of much of the book since, in addition to being the main character, Ben is also the oldest. Like some of Conroy's other books, this one has basketball featured prominently. Ben Meecham has a great love for that game, as surely does Conroy.Anyone who's grown up in a military family will surely identify with the way of life that the Meechams live. Their lives have been dominated from the very beginning by their father's career, and as often as not this leaves them with little love for the Corps to which Bull is so fully dedicated.I don't want to to into telling the entire plot, but the book, and its namesake, go a long way through its 440 pages. When you meet Bull Meecham, after crashing a Navy captain's dinner, he is cheerfully running turtles over on the highway at night as his family moves yet again. When he leaves us, and his family, you will likely still hate him, but you'll miss him, too. Bull is both deeply caring and horribly cruel, a magnificent man and a glaringly flawed one.This particular edition of ""The Great Santini"" is 440 pages long, paperback, published in December 1987 by Bantam Books. I particularly like this version of it, since the artwork and cover text is much the same as one edition of ""The Lords of Discipline"". The illustrations make little sense before you read the book. By the time you have finished, you'll know what all of them mean. Never fails, and it's a characteristic I've found unique to Conroy novels. So many others have illustrations, sure, but no other author has managed to find cover art quite like this. It tells a story, all by itself."
The Great Santini,A3NPVOF64XGS5V,0/0,5.0,Skibum,"Love this book, well written, great story, funny, real people. Pat Conroy is one of the best authors of our time. Wrong airplane on the cover."
The Great Santini,A8QDXZ9OE0HGY,0/0,5.0,The Great Santini,Loved this book and of course the author. Service was excellent and a great way to shop!!!
The Great Santini,A2J1OOT0I41U80,0/0,5.0,The Great Santini,"As with all of Pat Conroy's works, this is a very ""heavy"" novel. It is sometimes painful to read and in general I did not like Bull, the main character, but loved Ben, the son. Just when you are ready to give up on Bull, he does something so good and out of character, that you realize he does indeed have some redeeming qualities. This is not casual, light reading but a profound work that will remain with you long after the close the book."
The Great Santini,A2N8XGMSR6STDX,0/0,5.0,I guess you could call this TOUGH LOVE,"I saw the movie many years ago, when I had never heard of Pat Conroy.. Robert Duvall played Bull and Jessica Lange played his smart southern wife, They were perfect playing the tough marine fighter pilot and his somewhat long suffering wife.The book was written beautifully. You knew those characters well. That's how Conroy writes.I wasn't sure if I would enjoy the book after going back in time and remembering the movie and my pure disgust for BULL/Duvall, being the awful bully he was to his family.I was wrong. It was an excellent read and a truly compelling story of a Marine family that, of course, had relocated many times and how that was for the family. Being that this took place in the 50's, times in the south were so different although sometimes I think they are not so different at all...just more politically correct. In short, read it.. I would read it again."
The Great Santini,A2NGXE7Z6CL2L4,0/0,5.0,The Great Santini,"As Advertized, did not note it was from UK, but that is fine. Nice book in great condition."
The Great Santini,A3VO648HFK2LZD,0/0,5.0,Pat Conroy - Master Storyteller,"Ben Meechum is the 17-year-old son of Bull Meechum, a fierce Marine fighter pilot. But Bull is often an even fiercer father not afraid to hit his wife and children. The Meechum family have a love/hate relationship with their father - they want nothing but his approval and love yet often fear him more than respect him in the seemingly losing battle for affection. For Ben, this battle is that much harder as the oldest son of this very tough man. Ben believes in civility and respect, Bull in proving that you are the toughest son of a bitch around.In this coming of age story, we observe Ben as he struggles with his conscience all the while trying to earn his father's respect. This book contrasts family with friendship and addresses racial and social status issues set in early 1960s South Carolina. It is the story of a family that can do nothing right for their father and a father who cannot figure out how to convey his love for family without showing a crack in his tough Marine exterior.Very few authors capture a readers attention and emotion like Pat Conroy. You will connect with the characters and be devastated when the book is finished. I felt emotion at the end that I wouldn't have thought possible 100 pages previous. Pat Conroy used his own life as a basis for this story but took the characters in different directions. My only complaint is that I found out that some of this is Conroy's true story by reading My Losing Season first. Had I not read this later book I may have gotten into the characters even more. This is Conroy's first novel and I suggest you read it before his later memoir. But no matter what Conroy novel you read, you will find yourself in the middle of fantastic storytelling."
The Great Santini,A3SOA5Y6RD2BEI,0/0,3.0,The weakest of Conroy's books,"I love Pat Conroy, but I just don't feel this book. I've read it over the course of several months, with many other books in between. I didn't want to abandon it completely, so I kept reading, but wasn't taken by the charackters. I loved Prince of Tides, BEach Music, The Lords of Discipline, so I was very excited about this book. But it makes me feel better that it was his first book, not last, it means he became much better writer since that first book."
The Great Santini,A1MMI8EORHZ93K,0/0,5.0,Very fine purchase,"Received book quickly and it was in very good condition, as stated. Highly recommend this seller. I hope to buy from them again."
The Great Santini,A138EONLGLS03M,0/0,5.0,Comming of Age,"Pat Conroy's The Great Santini is a truly a story of comming to age for Ben Meecham, Bull &quot;The Great Santini&quot; Meecham's son. Bull Meecham wants his family to run like the Marine Corps. which he so proudly loves. However, families dont work like this and is very apparent throughout the course of the book. Bull is also trying to relive his childhood through his oldest son, eventually driving him to do an outrageous event. However, through all the harsh things he does, you'll grow to love and appreciate him, just as his family did, and learn of a secret love between Bull and his son Ben under the fighting between the two.BOOK RECOMMENDATIONS:The Lords of Discipline - Pat Controy"
The Great Santini,A3EFM8YIFC7TRB,1/1,5.0,"You won't forget ""Bull""","""The Great Santini"" is the story of Ben Meecham, a high-school senior, with interests in writing and basketball, who struggles with trying to please his sadistic marine father, Bull Meecham. The story is riveting as Ben attempts to adjust to a new school and cope with his father's disapproval. Bull is a character you won't forget. He is overly hard on his son, often calling him names and mentally abusing him. Ben's dad wants one thing for his son- to become a marine fighter pilot. He shows his affection for his son in enough suttle ways, that despite his many obvious short-comings, it is difficult to hate Bull. Ben is conflicted between following the wishes of his dad, or following his own heart. Much of the story is autobiographical based on Conroy's experience of growing up with a strict military father. I greatly enjoy all of Conroy's books, and this earlier work is no exception."
The Great Santini,A1WTYWUNI0SVPP,1/1,5.0,Conroy Strikes Gold Again!,"The Great Santini is absolutely beautiful to read. There's something about Conroy's characters that just draws one into the vortex of their lives. Each character is so individually unique and so real, that by the end of the novel, I feel as if I had grown up with the Meecham family! Conroy is incredibly skilled at creating totally engrossing characters who each have their own struggles and motivations... (all the major characters, even minor characters are very fully developed.)Bull Meecham and Ben Meecham of course are my favorite characters in this novel...but all of the supporting characters are not far behind. It amazes me how Conroy lets the reader so intimately into his own family history...sometimes I believe it is even more powerful than any autobiography could ever be.One of my favorite qualities of &quot;The Great Santini&quot; is the dialogue. Pat Conroy is hilarious --the wit and pace of the dialogue between the characters had me laughing out loud so many times. And in trademark Conroy style, a few pages later, I'll find myself tearing up!The Great Santini revolves around the family life of a family of a Marine Aviator Officer...the novel follows them as they are transplanted to a new South Carolina town. The story is told from the perspective of the son, Ben Meecham.I'm always so amazed by Conroy's ability to pen a love story...his love for his characters and storytelling shines through his writing and imagery. The Great Santini is an incredible (and disturbing) look into the love of a father-son, husband-wife, man-occupation, friend-friend. Conroy also does an excellent job at exploring racial tensions and the journey of a boy becoming a man. (I'd recommend reading &quot;The Lords of Discipline&quot; too! Many parallel ideas....)I absolutely love this book! I wholeheartedly recommend this to anyone who wants to be swept off their feet by one of the best authors of our time."
The Great Santini,A1PHI6M0XE621B,1/1,4.0,Epitomy of Love/Hate Relationship,"I loved this book and I hated this book. Especially Bull Meecham, who I despised at times as much as I could not help but love him. All of the characters, no matter how minor, are so integral to this book, that with out any one of them, this book would not have been such a fascinating and hard to put down read. Well written, although occasionally I found myself having to go back and re-read parts because it would get a little confusing. Other times I had to go back and re-read parts because I would get so involved that I would skip over words in my haste to read more. A somewhat gritty and harsh book about an egomaniac of man, his wife and their children growing up under the highs and lows of his mood swings, in their latest home in the South. As another reviewer mentioned, Bull's personality only made him more human, something that he and other characters, especially his children, had to deal with. He was aptly named."
The Great Santini,,1/1,4.0,I loved &quot;The Great Santini&quot;!,"This book was an excellent read- another classic Conroy novel with beautiful language and vivid desciptions. Though many people thought Bull Meecham was the best portrayed character in this novel, I thought Ben's younger sister stole the spot light with her dry sense of humor and hidden dark sides. I definately recommend this!"
The Great Santini,,1/1,5.0,"Bull Meacham is an asshole, but a true hero.","I loved this book. As the son of a fighter pilot (one who was very different than Bull Meacham, but who would have understood him ), I thought this book captured the life of a military family perfectly.Many readers will read this book and think Bull Meacham is not a honorable or likeable person. I disagree. His method of dealing with his family may leave much to be desired, but he is a hero and a man of honor and integrity.We should be thankful that men like Don Conroy, the author's father and role model for Bull Meacham, lived and fought to protect the freedom we so often take for granted.I recommend this book to everyone, and give it out frequently as a gift."
The Great Santini,,1/1,5.0,"A great, suspenseful yet humorous novel.","This book is great. In a way, I'm able to relate my own life to the characters. Bull started out to be a joker yet over the years... became a very ungrateful man. This definitely shows at the end of the book when Ben is very upset due to his fathers (Bull), expectations."
The Great Santini,,1/1,5.0,Excellent!,I found the book to give a different perspective on the &quot;american family&quot;. I was delighted to see the great detail that Pat Conroy used when describing the emotions of the characters. Great book to read.
The Great Santini,,3/4,4.0,The Great Santini,"Those of you who have grown up with a military parent, or forthose who are in the military, this book will have special meaning foryou. One aspect of this book is its realism, some where in America there is some family being raised by a military parent that is dealing with the same issues this book deals with. This is a story about real life, which is why I liked it so much. Having military in my family I was able to have a special connection with the characters in the story."
The Great Santini,A2A2DCL3CJU63L,9/13,2.0,a little disjointed,"I read this book at the suggestion of several friends, who thought it was Conroy's best. I'd just finished &quot;Beach Music,&quot; which I feel is much more developed and well-rounded. This book, with many similarities to &quot;Beach Music&quot; (both in characters and in setting), seems to be more of a rough draft of the book that Conroy later wrote.There were many scenes that were Big Scenes -- deaths, rape, violence -- and then the chapter would end and it was on to the next adventure, with little or nothing said later to tie the loose threads together.Perhaps it does take a military background to truly appreciate the book, and while the language is (as in all of Conroy's books) beautifully written, the overall story didn't hook me."
The Great Santini,,4/6,4.0,Surprisingly Good,"I decided to read this book on a bit of a whim. We were vacationing on Hilton Head, near Conroy's hometown, and I wanted to become better acquainted with this talented author's work while in his neck of the woods. I'd just finished reading &quot;The Prince of Tides,&quot; which was a little disappointing (not bad, mind you, just different than I'd expected.). Of the two, I actually preferred &quot;The Great Santini.&quot; This book, the tale of a Marine family temporarily based in South Carolina in the early 1960s, was both warm and bittersweet. The descriptions of the setting were dead on, just as one would expect it would be since it's situated in the author's home state. (BTW - the movie was filmed in Beaufort, S.C. - a real treat of a destination.) Be advised that there are troubling moments of family conflict, including domestic violence. But what is so compelling is the way that the reader becomes drawn to all of the family members -- even to bellicose Bull, the father. Particularly memorable is a chapter toward the end when Bull is flying through the night sky. It is one of the most moving and heartwrenching passages that I've ever had the pleasure of reading. Even if you've already seen the movie, you'll find this a worthy read."
The Wordsworth Dictionary of the American West (Wordsworth Collection),,3/3,5.0,Dictionary of the American West,This book is invaluable to me as I work in a Museum that specializes in western exploration and life. There have been very few inquiries from visitors from all over the world that cannot be found in this book. Information from the early 1800's to the present time abound in this book in very digestible terms. Excellent reference book.
The Wordsworth Dictionary of the American West (Wordsworth Collection),A156MSY0UIFYAB,1/1,5.0,I loved it,I loved this book! Great addition to my western library. Good information. I would recommend this book to any western fan.
The Wordsworth Dictionary of the American West (Wordsworth Collection),ALE9D39EX8OZM,1/1,4.0,A lot of Fun To Read,"OK, this book is a lot of fun to plain sit down and read the whole way through. His recent addition of Alaska as ""The West"" is a bit weird, and my only other complaint would be that once in awhile he'll add something that seems arbitrary, like some surfing term. There are maybe only 5 surfing terms in the whole book--why not all 100 of them, as they *are* arguably ""Westernisms""? I guess when I think ""The West"" I think ""The Old West,"" as in, prior to 1900. Also for research purposes he usu. doesn't mention the year a word was coined, and he does rely a lot on novelists, so if you plan to use this book for actual historical research, you'll need to double-source every term you might want to use.Other than that, it's plain old fun to read...He tells a lot of stories in the definitions and is obviously having a lot of fun."
The Wordsworth Dictionary of the American West (Wordsworth Collection),A21PJUV3W1TM8I,1/1,5.0,A Rip Snorter of a Read,"If you love reading about the Old West, if you value the language of settlers, pioneers, cowboys and cowgirls, then you will find this little gem hard to put down. You can open it anywhere and be instantly transported to cattle drives, saloons, cabins, and the wide open prairies. Wonderful slang, near-forgotten names for plants and people and the work they did - it's all here. There is pure Americana here and a real feel for our past with all its color, exaggeration, bravado and poetry. A rip snorter of a read and an invaluable asset for anyone aspiring to add a tone of authenticity to their Western writing."
The Wordsworth Dictionary of the American West (Wordsworth Collection),A5F2IG4RVZ456,1/1,5.0,What's a,"This is a wonderful dictionary. Western language takes work and violence and humor and a canny sexuality and uses them to enrich the terse conversation of cowboys, Indians, loggers, and other wild folk with history, culture, tradition, puns and irreverence. It's a language that comes from Spanish and French and Dutch and Indian and cussedness.This dictionary pauses in its definition of mayordomo to discuss New Mexican acequias in a liesurely way. The definition of dogie, and speculation on its origins, is a satisfying essay on its own.It's a book for reading, not a reference tool--it's too hard to get out of to be resorted to on a purely practical basis. Makes you glad to be a speaking creature.* A murder. A body in the streets at dawn. Said to have been commonplace in the early days of Los Angeles and in Denver."
The Wordsworth Dictionary of the American West (Wordsworth Collection),AIDFLFUKJ657I,0/0,5.0,good western tranlater,this is an excellent book on western words and jargon it gives ya a fair slice of the west . some of us out here keep the tradition and mannerisms and styles alive. i hope the westopedia by this author becomes available again soon looking forward to it. love this author
The Wordsworth Dictionary of the American West (Wordsworth Collection),A20I3S88RRIGDP,0/0,4.0,A must have book. . .,"""Dictionary of the American West"" was just the tool I neededwhile doing historic research on the American west. The bookpaints a vivid picture of the dialog of the period andhelped me sort out facts from fables. I believe everyserious writer of western fiction should have this book in their library."
The Castle in the Attic,,0/0,5.0,its a great and fun book.,"I think it's a great book because I like castles,knights,and Sir Simon so I think if you like this kind of stuff then you should read this book I think people in fourth or fith grade should read this book. by:Erica Worthington"
The Castle in the Attic,,0/0,4.0,THIS BOOK WAS GREAT,THIS BOOK WAS GREAT. THE ONLY THING BAD WAS THAT IT SEEMED TO LONG IN THE BEGGING
The Castle in the Attic,,0/0,5.0,I loved the book.,I want to buy this book and read it at home to my Mom &amp; Dad. I like reading the book it was fun! When I read the book I play with my castle that I have at home. I like the knight Sir Simon the most. I am so sorry that Williams Nanny is moving back with his brother in Italy.
